Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,,,,,,
1,"Chong Wu, Yiqun Jia, David Barnes",Criteria system construction for sustainable supplier selection: A product-category-oriented intelligent model,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S156849462300604X,,655,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110586,1568-4946,,145,,110586,110586,1,1,0,3,1,,,,,,,,,
1,"Haiyan Liu, Yuan Cheng, Siyan Xue, Shouheng Tuo",A space-reduction based three-phase approach for large-scale optimization,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623005355,,656,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110517,1568-4946,,144,,110517,110517,1,1,0,4,1,,,,,,,,,
1,"Likun Hu, Xujie He, Linfei Yin",Remaining useful life prediction method combining the life variation laws of aero-turbofan engine and auto-expandable cascaded LSTM model,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623008542,,657,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110836,1568-4946,,147,,110836,110836,1,1,0,3,1,,,,,,,,,
2,"Aiping Gan, Li Guo",On differential lattices,2022,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-022-07101-z.pdf,,658,5/14/2024 20:15,journal-article,10.1007/s00500-022-07101-z,1432-7643,,26,15,7043,7058,2,1,1,2,2,,,,,,,,,
1,"Rui Yang, Hui Liu, Yanfei Li",A heterogeneous ensemble architecture coupling model selection sorting and residual error iterative correction for crude oil price forecasting,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623008839,,659,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110865,1568-4946,,148,,110865,110865,1,1,0,3,1,,,,,,,,,
1,"Qiao Mi, Xiaoming Wang, Yaguang Lin",A double attention graph network for link prediction on temporal graph,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623000777,,660,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110059,1568-4946,,136,,110059,110059,1,1,0,3,1,,,,,,,,,
1,"Zhibin Liu, Xinshui Wang",Energy-balanced routing in wireless sensor networks with reinforcement learning using greedy action chains,2023,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-023-08734-4.pdf,,661,5/14/2024 20:15,journal-article,10.1007/s00500-023-08734-4,1432-7643,,,,,,1,1,1,2,1,,,,,,,,,
1,"Hao-shan Duan, Xi Meng, Jian Tang, Jun-fei Qiao",Time-series prediction using a regularized self-organizing long short-term memory neural network,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623005719,,662,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110553,1568-4946,,145,,110553,110553,1,1,0,4,1,,,,,,,,,
1,"Xianrui Yu, Qiuhong Zhao, Tongyu Wang, Yuanrui Li",An antigravity-based fuzzy Gravitational Search Algorithm for economic dispatch problems,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623006488,,663,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110630,1568-4946,,145,,110630,110630,1,1,0,4,1,,,,,,,,,
4,"Li Tian, Zhichao Li, Xuefeng Yan",High-performance differential evolution algorithm guided by information from individuals with potential,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620304701,,664,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106531,1568-4946,,95,,106531,106531,4,1,1,3,4,,,,,,,,,
2,"Mohammed Farooq Abdulla FM, Pawankumar S, Guruprasath M, Jayaprakash J",Automation of Minutes of Meeting (MoM) using Natural Language Processing (NLP),2022,"2022 International Conference on Communication, Computing and Internet of Things (IC3IoT)",IEEE,http://xplorestaging.ieee.org/ielx7/9767722/9767723/09767933.pdf?arnumber=9767933,,665,5/14/2024 20:15,proceedings-article,10.1109/ic3iot53935.2022.9767933,,,,,,,2,1,1,4,2,,,,,,,,,
1,"Liang Dong, Ding Gangyi, Yan Dapeng, Huang Kexiang",Image defogging algorithm and artificial intelligence technology innovation application in digital media image processing,2023,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-023-08473-6.pdf,,666,5/14/2024 20:15,journal-article,10.1007/s00500-023-08473-6,1432-7643,,,,,,1,1,0,4,1,,,,,,,,,
4,"Li Tian, Zhichao Li, Xuefeng Yan",High-performance differential evolution algorithm guided by information from individuals with potential,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620304701,,667,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106531,1568-4946,,95,,106531,106531,4,1,1,3,4,,,,,,,,,
2,"Tingrui Liu, Liguo Tan, Xin Li, Shenmin Song",Incremental learning-inspired mating restriction strategy for Evolutionary Multiobjective Optimization,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622005567,,668,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.109430,1568-4946,,127,,109430,109430,2,1,1,4,2,,,,,,,,,
2,"Xiaohong Zhang, Mei Wang, Nan Sheng",Q-residuated lattices and lattice pseudoeffect algebras,2022,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-022-06839-w.pdf,,669,5/14/2024 20:15,journal-article,10.1007/s00500-022-06839-w,1432-7643,,26,10,4519,4540,2,1,1,3,2,,,,,,,,,
1,"Hao-shan Duan, Xi Meng, Jian Tang, Jun-fei Qiao",Time-series prediction using a regularized self-organizing long short-term memory neural network,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623005719,,670,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110553,1568-4946,,145,,110553,110553,1,1,0,4,1,,,,,,,,,
1,"Shinichi Hirai, Hiromi Mochiyama, Kohei Nakajima, Nozomi Akashi",Modeling and Control of Continuum Body,2023,The Science of Soft Robots,Springer Nature Singapore,https://link.springer.com/content/pdf/10.1007/978-981-19-5174-9_13,,671,5/14/2024 20:15,book-chapter,10.1007/978-981-19-5174-9_13,1619-7127,,,,279,318,1,1,0,4,1,,,,,,,,,
1,"Zhibin Liu, Xinshui Wang",Energy-balanced routing in wireless sensor networks with reinforcement learning using greedy action chains,2023,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-023-08734-4.pdf,,672,5/14/2024 20:15,journal-article,10.1007/s00500-023-08734-4,1432-7643,,,,,,1,1,1,2,1,,,,,,,,,
5,"Yu-Hui Zhang, Yue-Jiao Gong, Tian-Long Gu, Jun Zhang",Ensemble mating selection in evolutionary many-objective search,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494618307002,,673,5/14/2024 20:15,journal-article,10.1016/j.asoc.2018.12.011,1568-4946,,76,,294,312,5,1,1,4,5,,,,,,,,,
3,"Xing Wu, Jianjia Wang, Peng Wang, Zhaoxiang Bian, Tao Huang, Yike Guo, Hamido Fujita",Trustworthiness assessment for industrial IoT as multilayer networks with von Neumann entropy,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621002659,,674,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107342,1568-4946,,106,,107342,107342,3,1,0,7,3,,,,,,,,,
1,"Shuang Yuan, Peng Jia, Shouyang Wang",A secondary decomposition–ensemble approach to interval predicting China’s railway container volume,2023,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494623003927,,675,5/14/2024 20:15,journal-article,10.1016/j.asoc.2023.110374,1568-4946,,143,,110374,110374,1,1,0,3,1,,,,,,,,,
4,"Ying Ma, Guoqiang Zhong, Wen Liu, Jinxuan Sun, Kaizhu Huang",Neural CAPTCHA networks,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620307079,,676,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106769,1568-4946,,97,,106769,106769,4,1,1,5,4,,,,,,,,,
2,"Shulei Liu, Handing Wang, Wen Yao",A surrogate-assisted evolutionary algorithm with hypervolume triggered fidelity adjustment for noisy multiobjective integer programming,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622004690,,677,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.109263,1568-4946,,126,,109263,109263,2,1,1,3,2,,,,,,,,,
3,"Ying Liu, Zhiyao Zhao, Haibiao Ma, Quan Quan",A stochastic approximation method for probability prediction of docking success for aerial refueling,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621000624,,678,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107139,1568-4946,,103,,107139,107139,3,1,1,4,3,,,,,,,,,
2,"Jindong Qin, Tingting Xu, Pan Zheng",Axiomatic framework of entropy measure for type-2 fuzzy sets with new representation method and its application to product ranking through online reviews,2022,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494622007384,,679,5/14/2024 20:15,journal-article,10.1016/j.asoc.2022.109689,1568-4946,,130,,109689,109689,2,1,1,3,2,,,,,,,,,
4,"Liaoxue Liu, Yu Guo",Multi-objective optimization for attitude maneuver of liquid-filled flexible spacecraft based on improved hierarchical optimization algorithm,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620305366,,680,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106598,1568-4946,,96,,106598,106598,4,1,2,2,4,,,,,,,,,
4,Farida Huseynova,Computing with Words in Natural Language Processing,2019,Advances in Intelligent Systems and Computing,Springer International Publishing,http://link.springer.com/content/pdf/10.1007/978-3-030-35249-3_79,,681,5/14/2024 20:15,book-chapter,10.1007/978-3-030-35249-3_79,2194-5357,,,,621,625,4,0.8,4,1,5,,,,,,,,,
4,"Vaishali Gupta, Nisheeth Joshi, Iti Mathur",Advanced Machine Learning Techniques in Natural Language Processing for Indian Languages,2019,Smart Techniques for a Smarter Planet,Springer International Publishing,http://link.springer.com/content/pdf/10.1007/978-3-030-03131-2_7,,682,5/14/2024 20:15,book-chapter,10.1007/978-3-030-03131-2_7,1434-9922,,,,117,144,4,0.8,1,3,5,,,,,,,,,
4,"Yuanjun Laili, Lin Zhang, Yun Li",Parallel transfer evolution algorithm,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494618306768,,683,5/14/2024 20:15,journal-article,10.1016/j.asoc.2018.11.044,1568-4946,,75,,686,701,4,0.8,1,3,5,,,,,,,,,
4,"Xianshuang Yao, Zhanshan Wang",An intelligent interconnected network with multiple reservoir computing,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619300705,,684,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.02.010,1568-4946,,78,,286,295,4,0.8,2,2,5,,,,,,,,,
4,Hu Jin,RETRACTED ARTICLE: Data processing model and performance analysis of cognitive computing based on machine learning in Internet environment,2019,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-018-03722-5.pdf,,685,5/14/2024 20:15,journal-article,10.1007/s00500-018-03722-5,1432-7643,,23,19,9141,9151,4,0.8,4,1,5,,,,,,,,,
4,"Jingyu Huang, Yunfei Feng",Optimization of Recurrent Neural Networks on Natural Language Processing,2019,Proceedings of the 2019 8th International Conference on Computing and Pattern Recognition,ACM,https://dl.acm.org/doi/pdf/10.1145/3373509.3373573,,686,5/14/2024 20:15,proceedings-article,10.1145/3373509.3373573,,,,,,,4,0.8,2,2,5,,,,,,,,,
4,"Jingyu Wang, Zirui Zhuang, Qi Qi, Tonghong Li, Jianxin Liao",Deep reinforcement learning-based cooperative interactions among heterogeneous vehicular networks,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494619303370,,687,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.105557,1568-4946,,82,,105557,105557,4,0.8,1,5,5,,,,,,,,,
4,"Pradeep Dogga, Karthik Narasimhan, Anirudh Sivaraman, Ravi Netravali",A System-Wide Debugging Assistant Powered by Natural Language Processing,2019,Proceedings of the ACM Symposium on Cloud Computing,ACM,https://dl.acm.org/doi/pdf/10.1145/3357223.3362701,,688,5/14/2024 20:15,proceedings-article,10.1145/3357223.3362701,,,,,,,4,0.8,1,4,5,,,,,,,,,
4,"Jiajun Yan, Xiaoming Wang, Qingqing Gan, Suyu Li, Daxin Huang",Secure and efficient big data deduplication in fog computing,2019,Soft Computing,Springer Science and Business Media LLC,http://link.springer.com/content/pdf/10.1007/s00500-019-04215-9.pdf,,689,5/14/2024 20:15,journal-article,10.1007/s00500-019-04215-9,1432-7643,,24,8,5671,5682,4,0.8,1,5,5,,,,,,,,,
4,"Yang Yang, Tingxia Ma, Shaoyi Du",Robust template matching with angle location using dynamic feature pairs updating,2019,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S156849461930585X,,690,5/14/2024 20:15,journal-article,10.1016/j.asoc.2019.105804,1568-4946,,85,,105804,105804,4,0.8,1,3,5,,,,,,,,,
3,Hongxing Liu,EBL-algebras,2020,Soft Computing,Springer Science and Business Media LLC,https://link.springer.com/content/pdf/10.1007/s00500-020-05235-6.pdf,,691,5/14/2024 20:15,journal-article,10.1007/s00500-020-05235-6,1432-7643,,24,19,14333,14343,3,0.75,3,1,4,,,,,,,,,
3,"Pubudu Boteju, Lankeshwara Munasinghe",Vehicle Recommendation System using Hybrid Recommender Algorithm and Natural Language Processing Approach,2020,2020 2nd International Conference on Advancements in Computing (ICAC),IEEE,http://xplorestaging.ieee.org/ielx7/9357062/9357128/09357156.pdf?arnumber=9357156,,692,5/14/2024 20:15,proceedings-article,10.1109/icac51239.2020.9357156,,,,,,,3,0.75,2,2,4,,,,,,,,,
3,"Xinyi Zhang, Xinglin Zhang",A set-based differential evolution algorithm for QoS-oriented and cost-effective ridesharing,2020,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494620305561,,693,5/14/2024 20:15,journal-article,10.1016/j.asoc.2020.106618,1568-4946,,96,,106618,106618,3,0.75,2,2,4,,,,,,,,,
3,"Aiping Gan, Yichuan Yang",The zero-divisor graphs of MV-algebras,2020,Soft Computing,Springer Science and Business Media LLC,http://link.springer.com/content/pdf/10.1007/s00500-020-04738-6.pdf,,694,5/14/2024 20:15,journal-article,10.1007/s00500-020-04738-6,1432-7643,,24,8,6059,6068,3,0.75,2,2,4,,,,,,,,,
3,"Liupeng Jiang, He Jiang, Harry Haoxiang Wang",Soft computing model using cluster-PCA in port model for throughput forecasting,2020,Soft Computing,Springer Science and Business Media LLC,http://link.springer.com/content/pdf/10.1007/s00500-020-04786-y.pdf,,695,5/14/2024 20:15,journal-article,10.1007/s00500-020-04786-y,1432-7643,,24,18,14167,14177,3,0.75,1,3,4,,,,,,,,,
3,"Rahul Gupta, Parikshit Hooda, Sanjeev, Nikhil Kumar Chikkara",Natural Language Processing based Visual Question Answering Efficient: an EfficientDet Approach,2020,2020 4th International Conference on Intelligent Computing and Control Systems (ICICCS),IEEE,http://xplorestaging.ieee.org/ielx7/9118609/9120871/09121068.pdf?arnumber=9121068,,696,5/14/2024 20:15,proceedings-article,10.1109/iciccs48265.2020.9121068,,,,,,,3,0.75,1,4,4,,,,,,,,,
2,"Yumin Chen, Zhiwen Cai, Lei Shi, Wei Li",A fuzzy granular sparse learning model for identifying antigenic variants of influenza viruses,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S1568494621004944,,697,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107573,1568-4946,,109,,107573,107573,2,0.67,1,4,3,,,,,,,,,
2,"Hong Liang, Li Feng, Fangxin Xu, Guangcheng Li, Jie Xu, Yuqiang Chen",A novel CFN-Watchdog protocol for edge computing,2021,Applied Soft Computing,Elsevier BV,https://api.elsevier.com/content/article/PII:S156849462100795X,,698,5/14/2024 20:15,journal-article,10.1016/j.asoc.2021.107873,1568-4946,,113,,107873,107873,2,0.67,0,6,3,,,,,,,,,
2,"Xinya Zhou, Conghui Tan, Di Jiang, Bosen Zhang, Si Li, Yajing Xu, Qian Xu, Sheng Gao",Memetic Federated Learning for Biomedical Natural Language Processing,2021,Natural Language Processing and Chinese Computing,Springer International Publishing,https://link.springer.com/content/pdf/10.1007/978-3-030-88483-3_4,,699,5/14/2024 20:15,book-chapter,10.1007/978-3-030-88483-3_4,0302-9743,,,,43,55,2,0.67,0,8,3,,,,,,,,,
2,"Jiří Močkoř, Petr Hurtik",Fuzzy Soft Sets and Image Processing Application,2021,Advances in Intelligent Systems and Computing,Springer International Publishing,http://link.springer.com/content/pdf/10.1007/978-3-030-64058-3_6,,700,5/14/2024 20:15,book-chapter,10.1007/978-3-030-64058-3_6,2194-5357,,,,47,54,2,0.67,1,2,3,,,,,,,,,
3,"Jiacheng Liu, Julia Hockenmaier",Phrase Grounding by Soft-Label Chain Conditional Random Field,2019,Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP),Association for Computational Linguistics,http://dx.doi.org/10.18653/v1/d19-1515,,701,5/14/2024 20:15,proceedings-article,10.18653/v1/d19-1515,,,,,,,3,0.6,2,2,5,,,,,,,,,
3,"Shike Zhang, Yuan Yuan, Hongyuan Fang, Fuming Wang",An application of soft computing for the earth stress analysis in hydropower engineering,2019,Soft Computing,Springer Science and Business Media LLC,http://link.springer.com/content/pdf/10.1007/s00500-019-04542-x.pdf,,702,5/14/2024 20:15,journal-article,10.1007/s00500-019-04542-x,1432-7643,,24,7,4739,4749,3,0.6,1,4,5,,,,,,,,,
